,time,r1i1p1f1,r2i1p1f1,r3i1p1f1,r4i1p1f1,r5i1p1f1
238,2034-11-16,283.25055,283.81186,284.6689,284.56174,284.78494
239,2034-12-16,281.49396,281.8471,280.55576,280.5548,281.442
240,2035-01-16,280.80814,281.4038,281.69705,277.3251,277.55933
241,2035-02-15,279.59744,281.32428,280.56107,277.55872,279.63193
242,2035-03-16,280.54205,280.5564,280.96124,279.59894,279.11307
243,2035-04-16,282.84903,284.1843,281.7654,282.8309,282.09604
244,2035-05-16,286.11832,286.4834,286.99274,285.52954,286.38004
245,2035-06-16,290.0884,289.66376,289.06973,288.8368,288.77014
246,2035-07-16,292.74197,292.4959,291.543,291.72098,292.90646
247,2035-08-16,293.5083,292.99194,293.34268,293.1557,294.01855
248,2035-09-16,292.27805,290.25156,291.38068,290.8716,290.8323
249,2035-10-16,288.3298,286.64615,288.88116,285.02542,287.38464
250,2035-11-16,284.68182,284.3623,284.997,282.44534,283.52814
251,2035-12-16,282.85654,281.43552,281.2041,280.68747,281.2736
252,2036-01-16,279.8534,278.92346,279.7866,276.8477,278.38776
253,2036-02-15,276.045,276.7522,279.57773,275.68912,278.8096
254,2036-03-16,279.64108,280.5058,280.41904,279.66846,276.89456
255,2036-04-16,281.44638,282.26447,282.6448,282.14636,282.13474
256,2036-05-16,284.91647,286.60342,286.22787,286.3332,288.11954
257,2036-06-16,291.04572,289.5507,290.48547,290.02988,289.81015
258,2036-07-16,294.21063,292.82587,293.30463,292.77917,291.51526
259,2036-08-16,295.614,293.52002,294.33987,293.7496,291.2836
260,2036-09-16,294.42358,291.19623,290.91092,290.76843,289.78574
261,2036-10-16,290.57477,285.51303,287.21375,288.65613,287.05524
262,2036-11-16,284.60413,282.9496,282.6488,284.8365,284.98547
263,2036-12-16,281.38477,282.3895,279.68323,280.6989,280.42776
264,2037-01-16,279.83444,281.81784,280.68176,277.44714,277.37616
265,2037-02-15,277.3136,278.7787,279.5953,279.1208,279.33667
266,2037-03-16,280.08594,281.2295,280.25632,278.932,279.05338
267,2037-04-16,282.2492,284.37836,281.8704,281.99014,280.78705
268,2037-05-16,285.32648,286.45386,284.5063,284.08978,285.1222
269,2037-06-16,289.6072,290.3873,289.42737,289.30768,288.39795
270,2037-07-16,291.34802,293.95795,291.2533,290.8124,291.69714
271,2037-08-16,292.48465,293.67624,291.46732,291.38205,293.98193
272,2037-09-16,291.49008,290.51593,290.15964,290.16324,291.76743
273,2037-10-16,287.6758,288.00253,285.17175,286.0827,285.97073
274,2037-11-16,283.18756,284.4609,282.86008,283.20157,284.0912
275,2037-12-16,282.19556,280.88123,281.78967,283.05814,282.3657
276,2038-01-16,279.37436,277.6871,277.96417,280.9833,278.35593
277,2038-02-15,280.3999,277.1691,277.89966,281.8737,275.61484
278,2038-03-16,277.75146,279.37613,278.743,281.12753,280.01556
279,2038-04-16,283.38306,282.2433,280.84286,282.46298,282.16248
280,2038-05-16,286.37573,286.40958,285.21478,286.74374,284.26627
281,2038-06-16,289.19684,287.80872,288.15274,290.88702,291.01154
282,2038-07-16,293.6626,290.36508,292.388,293.5008,293.06546
283,2038-08-16,292.82153,292.66003,292.9659,293.07956,293.15158
284,2038-09-16,292.1207,291.81293,292.0242,290.76926,292.24023
285,2038-10-16,288.80154,289.37006,286.76456,287.77197,287.04233
286,2038-11-16,282.7645,285.12146,283.9368,284.77356,284.74594
287,2038-12-16,280.40533,283.37433,280.96805,282.40274,279.23883
288,2039-01-16,279.28616,280.6369,280.00787,277.6614,279.20593
289,2039-02-15,278.4895,280.7828,282.02472,278.40567,276.87582
290,2039-03-16,282.04776,279.73148,282.17694,278.01398,278.14304
291,2039-04-16,283.24667,282.7136,281.1615,282.23904,281.59528
292,2039-05-16,286.06546,285.14734,285.93686,285.63025,283.74084
293,2039-06-16,288.1593,290.40005,291.10214,288.31793,288.1767
294,2039-07-16,291.5094,291.09375,294.10428,291.04645,291.09348
295,2039-08-16,293.97623,291.7746,293.55032,291.40494,292.67572
296,2039-09-16,292.8176,288.8949,292.1422,289.7344,289.20673
297,2039-10-16,287.67386,286.6914,288.10284,285.1018,286.34958
298,2039-11-16,282.1622,283.057,285.49338,283.61914,284.51434
299,2039-12-16,282.40558,282.3951,282.61215,281.58505,280.99274
300,2040-01-16,280.21793,280.39908,281.8937,278.6551,280.07077
301,2040-02-15,282.6163,279.4208,280.55472,278.29483,279.38937
302,2040-03-16,281.96194,279.1991,281.74655,277.34378,280.4453
303,2040-04-16,284.02414,282.5917,282.6139,280.88077,281.3528
304,2040-05-16,287.8606,285.2831,284.41614,284.14783,286.23572
305,2040-06-16,290.42267,290.8791,288.4212,289.24615,290.31842
