,time,r1i1p1f2,r2i1p1f2,r3i1p1f2,r4i1p1f2,r5i1p1f2
351,2044-04-16,282.8907,284.0938,284.6994,284.43054,283.55206
352,2044-05-16,284.8956,285.51694,285.39798,285.81674,287.71732
353,2044-06-16,291.22214,290.29028,291.52982,292.80695,290.26422
354,2044-07-16,294.74008,294.28595,293.5411,296.74658,293.42258
355,2044-08-16,294.18057,294.13278,292.0442,294.66318,294.87708
356,2044-09-16,291.25043,289.9775,289.36993,289.85727,291.72284
357,2044-10-16,287.74146,286.2792,286.58997,287.04593,288.4197
358,2044-11-16,285.04224,281.6193,280.99188,282.99628,283.27042
359,2044-12-16,281.23615,279.94495,280.55716,280.3258,281.46396
360,2045-01-16,278.83887,277.4876,280.68668,280.80484,279.69812
361,2045-02-15,278.90802,278.80466,279.56647,280.61075,278.4947
362,2045-03-16,279.69907,279.49637,280.67392,282.63715,279.65833
363,2045-04-16,285.59958,282.27182,279.07388,282.5086,281.98572
364,2045-05-16,286.4158,287.74493,285.4852,286.08838,286.54272
365,2045-06-16,289.4151,289.89514,288.14838,292.74448,290.7305
366,2045-07-16,293.14923,295.26367,292.14282,294.77396,293.34012
367,2045-08-16,294.14072,290.24072,291.2648,293.84433,294.24084
368,2045-09-16,290.22665,290.19888,289.44135,289.8781,289.48868
369,2045-10-16,286.7611,289.69125,285.38416,286.48285,284.38712
370,2045-11-16,283.98975,285.496,284.26334,282.70743,280.8423
371,2045-12-16,279.69815,280.7629,278.01196,280.7993,281.56912
372,2046-01-16,277.94324,278.25516,277.7592,279.51556,279.49942
373,2046-02-15,277.16623,279.06573,279.60416,278.4591,278.84796
374,2046-03-16,278.8612,280.73993,279.3565,279.46075,281.2021
375,2046-04-16,279.62247,282.2955,281.6961,283.1403,283.48483
376,2046-05-16,283.43643,286.58313,285.13147,286.26364,285.63004
377,2046-06-16,289.50775,289.04492,290.3588,291.06882,291.0371
378,2046-07-16,294.749,295.21924,293.77435,292.5427,293.56378
379,2046-08-16,293.14072,294.70316,296.22562,296.47375,293.2011
380,2046-09-16,291.9101,292.29297,291.3694,290.9605,292.20505
381,2046-10-16,287.91702,286.50235,287.9805,288.76898,288.18637
382,2046-11-16,283.20865,281.27023,283.27722,283.52884,283.70496
383,2046-12-16,281.06808,279.9819,281.75085,280.82022,281.9297
384,2047-01-16,280.14536,278.83493,278.81982,277.25027,281.80124
385,2047-02-15,279.7029,280.219,277.45276,277.98126,278.9893
386,2047-03-16,280.4534,279.63123,279.28323,277.9672,278.93893
387,2047-04-16,284.33502,281.3811,281.69727,280.4144,281.29507
388,2047-05-16,284.97397,285.28464,285.4783,285.92285,285.82993
389,2047-06-16,290.0718,289.37955,287.93118,290.81732,291.82562
390,2047-07-16,295.0124,291.30637,292.37897,294.85062,295.26477
391,2047-08-16,292.3848,292.99872,293.54242,293.57687,294.14795
392,2047-09-16,293.0249,290.99603,290.77618,289.7999,289.72482
393,2047-10-16,287.35178,284.78467,288.3315,285.90106,286.07748
394,2047-11-16,282.41882,284.05478,283.8799,284.5696,282.1619
395,2047-12-16,281.62735,280.9102,279.14038,281.00824,280.6169
396,2048-01-16,279.20847,278.56937,279.17755,278.1093,281.35297
397,2048-02-15,278.5016,279.93222,279.7437,279.4029,278.80185
398,2048-03-16,279.9614,279.47165,280.3942,278.54175,280.54874
399,2048-04-16,285.26556,282.59134,282.04,281.9345,279.59793
400,2048-05-16,284.08646,285.35828,286.27393,286.0026,287.95102
401,2048-06-16,289.83606,293.238,293.22665,289.507,292.68268
402,2048-07-16,294.4047,293.8034,292.65564,292.85837,294.71933
403,2048-08-16,295.39746,291.92523,292.37842,295.8932,294.54868
404,2048-09-16,291.35178,291.98383,290.41,289.20462,288.00482
405,2048-10-16,286.759,288.36316,286.80786,286.6501,286.23257
