,time,r1i1p1f1
656,2069-09-16,291.96213
657,2069-10-16,288.8792
658,2069-11-16,283.63058
659,2069-12-16,282.03867
660,2070-01-16,281.3748
661,2070-02-15,280.053
662,2070-03-16,281.46976
663,2070-04-16,284.23334
664,2070-05-16,284.77148
665,2070-06-16,289.28442
666,2070-07-16,290.87402
667,2070-08-16,291.99097
668,2070-09-16,289.47797
669,2070-10-16,287.57596
670,2070-11-16,282.59653
671,2070-12-16,280.9011
672,2071-01-16,279.79004
673,2071-02-15,279.917
674,2071-03-16,281.77762
675,2071-04-16,284.10104
676,2071-05-16,285.77258
677,2071-06-16,289.4305
678,2071-07-16,291.53732
679,2071-08-16,292.06342
680,2071-09-16,290.63544
681,2071-10-16,286.70102
682,2071-11-16,284.21338
683,2071-12-16,281.19858
684,2072-01-16,281.52
685,2072-02-15,280.28812
686,2072-03-16,282.51007
687,2072-04-16,281.8043
688,2072-05-16,286.20425
689,2072-06-16,287.93594
690,2072-07-16,289.4288
691,2072-08-16,292.6789
692,2072-09-16,290.35294
693,2072-10-16,286.157
694,2072-11-16,282.9206
695,2072-12-16,281.77753
696,2073-01-16,280.47202
697,2073-02-15,280.2474
698,2073-03-16,280.59793
699,2073-04-16,284.9758
700,2073-05-16,287.03894
701,2073-06-16,290.0008
702,2073-07-16,292.5897
703,2073-08-16,292.42783
704,2073-09-16,290.7279
705,2073-10-16,286.45236
706,2073-11-16,283.00977
707,2073-12-16,281.29327
708,2074-01-16,280.92776
709,2074-02-15,279.6438
710,2074-03-16,280.35614
711,2074-04-16,282.73077
712,2074-05-16,285.6414
713,2074-06-16,288.06213
714,2074-07-16,291.44736
715,2074-08-16,291.19742
716,2074-09-16,289.3948
717,2074-10-16,286.26846
718,2074-11-16,283.98276
719,2074-12-16,278.99847
720,2075-01-16,280.08682
721,2075-02-15,281.49088
722,2075-03-16,280.48956
723,2075-04-16,285.10553
724,2075-05-16,286.53683
725,2075-06-16,289.31055
726,2075-07-16,289.6539
727,2075-08-16,291.9898
728,2075-09-16,290.48657
729,2075-10-16,286.47498
730,2075-11-16,283.45605
731,2075-12-16,281.23856
732,2076-01-16,280.46594
733,2076-02-15,278.20847
734,2076-03-16,281.84653
735,2076-04-16,283.5411
736,2076-05-16,286.68317
737,2076-06-16,292.5551
738,2076-07-16,293.38214
739,2076-08-16,291.1629
740,2076-09-16,290.84177
741,2076-10-16,286.4575
742,2076-11-16,283.10062
743,2076-12-16,282.7196
744,2077-01-16,280.14795
745,2077-02-15,279.84933
746,2077-03-16,281.7244
747,2077-04-16,285.42557
748,2077-05-16,284.16913
749,2077-06-16,288.06927
750,2077-07-16,290.82593
751,2077-08-16,293.5386
752,2077-09-16,290.69052
753,2077-10-16,286.42575
754,2077-11-16,281.474
755,2077-12-16,282.27573
756,2078-01-16,280.27023
757,2078-02-15,278.4838
758,2078-03-16,280.48322
759,2078-04-16,284.95135
760,2078-05-16,285.1789
761,2078-06-16,289.4228
762,2078-07-16,292.52838
763,2078-08-16,293.67917
764,2078-09-16,291.16873
765,2078-10-16,286.9274
766,2078-11-16,284.50427
767,2078-12-16,280.12717
768,2079-01-16,280.04874
769,2079-02-15,279.51495
770,2079-03-16,281.50595
771,2079-04-16,283.0252
772,2079-05-16,286.30298
773,2079-06-16,288.22058
774,2079-07-16,289.73172
775,2079-08-16,291.44684
776,2079-09-16,289.0737
777,2079-10-16,287.61734
778,2079-11-16,282.30084
779,2079-12-16,282.114
780,2080-01-16,282.1722
781,2080-02-15,280.07693
782,2080-03-16,281.23306
783,2080-04-16,283.68713
784,2080-05-16,287.9861
785,2080-06-16,289.6604
786,2080-07-16,293.96957
787,2080-08-16,293.17822
788,2080-09-16,290.22263
789,2080-10-16,286.79572
790,2080-11-16,282.4995
791,2080-12-16,281.95877
792,2081-01-16,278.82855
793,2081-02-15,278.7735
794,2081-03-16,280.20166
795,2081-04-16,281.55862
796,2081-05-16,286.32355
797,2081-06-16,288.4751
798,2081-07-16,291.15527
799,2081-08-16,291.24557
800,2081-09-16,290.53925
801,2081-10-16,285.81158
802,2081-11-16,282.28027
803,2081-12-16,280.0765
804,2082-01-16,279.68228
805,2082-02-15,280.63974
806,2082-03-16,281.11487
807,2082-04-16,283.46808
808,2082-05-16,287.24402
809,2082-06-16,289.5871
810,2082-07-16,292.57452
811,2082-08-16,291.34778
812,2082-09-16,290.3451
813,2082-10-16,287.53934
814,2082-11-16,284.30664
815,2082-12-16,280.93582
816,2083-01-16,280.65808
817,2083-02-15,280.22855
818,2083-03-16,281.90958
819,2083-04-16,282.60464
820,2083-05-16,287.07077
821,2083-06-16,289.34735
822,2083-07-16,291.704
823,2083-08-16,292.3189
824,2083-09-16,292.77606
825,2083-10-16,286.96188
826,2083-11-16,284.94778
827,2083-12-16,282.55585
828,2084-01-16,281.49142
829,2084-02-15,281.66708
830,2084-03-16,282.49246
831,2084-04-16,283.9346
832,2084-05-16,285.11084
833,2084-06-16,287.40826
834,2084-07-16,291.1573
835,2084-08-16,292.25427
836,2084-09-16,291.07028
837,2084-10-16,288.09604
838,2084-11-16,284.62045
839,2084-12-16,280.75848
840,2085-01-16,281.87802
841,2085-02-15,281.64685
842,2085-03-16,282.34128
843,2085-04-16,284.21466
844,2085-05-16,286.2165
845,2085-06-16,289.8658
846,2085-07-16,293.16058
847,2085-08-16,293.9522
848,2085-09-16,290.83075
849,2085-10-16,287.30063
850,2085-11-16,283.92273
851,2085-12-16,281.73495
852,2086-01-16,279.65726
853,2086-02-15,279.2363
854,2086-03-16,279.37512
855,2086-04-16,283.60452
856,2086-05-16,285.1947
857,2086-06-16,291.3791
858,2086-07-16,291.3652
859,2086-08-16,294.13525
860,2086-09-16,291.4743
861,2086-10-16,288.0075
862,2086-11-16,283.46484
863,2086-12-16,281.6565
864,2087-01-16,280.00458
865,2087-02-15,279.6182
866,2087-03-16,279.71112
867,2087-04-16,283.65305
868,2087-05-16,286.9286
869,2087-06-16,291.18637
870,2087-07-16,292.92456
871,2087-08-16,294.8403
872,2087-09-16,290.64413
873,2087-10-16,286.73257
874,2087-11-16,282.6866
875,2087-12-16,280.65125
876,2088-01-16,281.4423
877,2088-02-15,282.06577
878,2088-03-16,283.90036
879,2088-04-16,282.44647
880,2088-05-16,285.71002
881,2088-06-16,290.14093
882,2088-07-16,293.1635
883,2088-08-16,292.68658
884,2088-09-16,290.16605
885,2088-10-16,287.81256
886,2088-11-16,284.67343
887,2088-12-16,282.9942
888,2089-01-16,280.95557
889,2089-02-15,281.86853
890,2089-03-16,282.3699
891,2089-04-16,284.22638
892,2089-05-16,285.83047
893,2089-06-16,291.58856
894,2089-07-16,291.63812
895,2089-08-16,293.35886
896,2089-09-16,291.68942
897,2089-10-16,286.8132
898,2089-11-16,284.5578
899,2089-12-16,282.1765
900,2090-01-16,281.02026
901,2090-02-15,282.2927
902,2090-03-16,282.26462
903,2090-04-16,283.68478
904,2090-05-16,286.94205
905,2090-06-16,288.7717
906,2090-07-16,293.73987
907,2090-08-16,295.0902
908,2090-09-16,290.44907
909,2090-10-16,287.12964
910,2090-11-16,281.32968
911,2090-12-16,281.77197
912,2091-01-16,279.14694
913,2091-02-15,280.2718
914,2091-03-16,280.79663
915,2091-04-16,280.52658
916,2091-05-16,285.0697
917,2091-06-16,289.92154
918,2091-07-16,292.6364
919,2091-08-16,293.22333
920,2091-09-16,289.94455
921,2091-10-16,287.42825
922,2091-11-16,284.6164
923,2091-12-16,280.10004
924,2092-01-16,280.88373
925,2092-02-15,280.8132
926,2092-03-16,281.8948
927,2092-04-16,283.41672
928,2092-05-16,287.17593
929,2092-06-16,288.41232
930,2092-07-16,296.70624
931,2092-08-16,296.65402
932,2092-09-16,294.61145
933,2092-10-16,286.8558
934,2092-11-16,282.25058
935,2092-12-16,279.39502
936,2093-01-16,277.5868
937,2093-02-15,278.60388
938,2093-03-16,279.94952
939,2093-04-16,282.4058
940,2093-05-16,287.5935
941,2093-06-16,287.64993
942,2093-07-16,294.5898
943,2093-08-16,293.5428
944,2093-09-16,292.89813
945,2093-10-16,290.6959
946,2093-11-16,284.38632
947,2093-12-16,282.52274
948,2094-01-16,282.2421
949,2094-02-15,281.4881
950,2094-03-16,281.07425
951,2094-04-16,283.542
952,2094-05-16,286.66873
953,2094-06-16,291.03308
954,2094-07-16,292.95865
955,2094-08-16,294.9066
956,2094-09-16,291.324
957,2094-10-16,287.0667
958,2094-11-16,284.48535
959,2094-12-16,282.71667
960,2095-01-16,280.97208
961,2095-02-15,280.03915
962,2095-03-16,280.66434
963,2095-04-16,283.78754
964,2095-05-16,285.53113
965,2095-06-16,290.00168
966,2095-07-16,293.22632
967,2095-08-16,294.8274
968,2095-09-16,288.89877
969,2095-10-16,286.78207
970,2095-11-16,283.54086
971,2095-12-16,280.92297
972,2096-01-16,281.20557
973,2096-02-15,280.8531
974,2096-03-16,282.74335
975,2096-04-16,282.7435
976,2096-05-16,286.827
977,2096-06-16,290.67648
978,2096-07-16,292.6856
979,2096-08-16,293.81854
980,2096-09-16,290.49957
981,2096-10-16,288.36206
982,2096-11-16,284.41293
983,2096-12-16,281.58032
984,2097-01-16,280.09747
985,2097-02-15,279.71124
986,2097-03-16,283.96606
987,2097-04-16,283.47498
988,2097-05-16,285.44385
989,2097-06-16,290.77768
990,2097-07-16,293.33228
991,2097-08-16,293.10828
992,2097-09-16,292.2895
993,2097-10-16,286.8399
994,2097-11-16,284.8125
995,2097-12-16,280.36655
996,2098-01-16,281.35315
