,time,r1i1p1f1,r2i1p1f1,r3i1p1f1
411,2049-04-16,281.86493,282.3509,280.94232
412,2049-05-16,285.38126,286.29312,285.35812
413,2049-06-16,291.05408,289.67325,287.98972
414,2049-07-16,292.48724,293.08344,291.98764
415,2049-08-16,293.16068,292.8528,292.29028
416,2049-09-16,292.7855,289.56085,290.97443
417,2049-10-16,289.2541,287.9451,285.5927
418,2049-11-16,284.15564,283.55365,282.19135
419,2049-12-16,280.60327,281.3759,278.8608
420,2050-01-16,280.26443,281.2115,277.31256
421,2050-02-16,281.53867,279.5549,279.1139
422,2050-03-16,280.67548,280.12497,279.9804
423,2050-04-16,282.17224,282.83893,281.02304
424,2050-05-16,283.8164,284.92654,283.5868
425,2050-06-16,292.1438,289.8312,286.56537
426,2050-07-16,292.42587,293.28796,291.84515
427,2050-08-16,291.20752,292.79303,290.84225
428,2050-09-16,292.36615,292.15533,289.6239
429,2050-10-16,288.1462,287.6907,285.35117
430,2050-11-16,283.50284,285.7947,283.06094
431,2050-12-16,278.80106,279.7183,281.0196
432,2051-01-16,278.5755,282.64853,278.84262
433,2051-02-16,280.03073,280.64386,281.1566
434,2051-03-16,279.1902,281.7304,281.60413
435,2051-04-16,282.24982,283.64398,284.0047
436,2051-05-16,285.01645,286.25748,286.94922
437,2051-06-16,290.4417,289.68665,290.05228
438,2051-07-16,291.8882,292.19165,292.55893
439,2051-08-16,291.77924,292.93576,294.5408
440,2051-09-16,291.7663,290.6764,290.65308
441,2051-10-16,286.47583,285.45502,288.27628
442,2051-11-16,282.73413,283.1499,283.5244
443,2051-12-16,282.11533,281.65048,281.59985
444,2052-01-16,280.55597,280.05493,280.4174
445,2052-02-16,280.14203,281.60385,276.92972
446,2052-03-16,280.61624,280.55075,278.27948
447,2052-04-16,284.90704,282.43625,283.983
448,2052-05-16,284.83353,286.29523,284.3997
449,2052-06-16,288.38678,288.7307,288.0236
450,2052-07-16,291.6834,292.65286,289.56497
451,2052-08-16,293.09415,292.3449,291.34576
452,2052-09-16,291.52515,288.23495,292.03812
453,2052-10-16,288.82016,285.99817,289.04257
454,2052-11-16,284.4944,283.4146,283.88965
455,2052-12-16,282.10034,280.96384,280.9668
456,2053-01-16,280.5277,279.85364,278.64542
457,2053-02-16,281.78265,278.27252,279.15585
458,2053-03-16,282.08414,282.43323,281.28864
459,2053-04-16,286.2462,283.2056,282.7059
460,2053-05-16,286.68378,285.9026,283.5429
461,2053-06-16,290.0342,289.63202,286.09763
462,2053-07-16,293.87222,291.81226,289.67877
463,2053-08-16,293.1281,292.27045,292.4024
464,2053-09-16,292.27557,290.12878,290.2915
465,2053-10-16,287.3269,286.40982,287.2311
466,2053-11-16,283.80933,282.733,281.81534
467,2053-12-16,280.9312,280.30896,282.1376
468,2054-01-16,279.8507,280.0414,279.19403
469,2054-02-16,282.53888,278.7295,279.45016
470,2054-03-16,281.70245,281.9381,280.01974
471,2054-04-16,283.32486,280.7566,283.3766
472,2054-05-16,287.00204,285.49695,286.81143
473,2054-06-16,289.96555,289.59973,289.32306
474,2054-07-16,291.0212,292.29456,292.35605
475,2054-08-16,292.2824,292.4298,293.3175
476,2054-09-16,292.84857,292.85986,291.16898
477,2054-10-16,286.88763,288.741,289.0847
478,2054-11-16,283.11105,282.5149,282.98618
479,2054-12-16,282.47778,282.2265,281.1788
480,2055-01-16,281.31613,280.06982,279.04672
481,2055-02-16,280.4802,277.03882,280.68747
482,2055-03-16,280.55548,280.94608,279.85187
483,2055-04-16,282.16605,282.58347,280.8549
484,2055-05-16,287.08676,286.56818,285.98398
485,2055-06-16,289.3202,290.02786,288.3731
486,2055-07-16,291.72006,291.83093,292.35883
487,2055-08-16,291.16287,292.72607,291.9344
488,2055-09-16,291.35153,291.31622,290.86652
489,2055-10-16,286.77103,288.48373,287.6956
490,2055-11-16,283.1005,283.55405,285.1482
491,2055-12-16,281.63712,279.0074,280.60614
492,2056-01-16,281.79843,279.92004,279.58035
493,2056-02-16,281.0115,277.94394,279.0271
494,2056-03-16,280.63144,279.24545,280.84088
495,2056-04-16,281.29837,283.03723,283.36847
496,2056-05-16,285.1966,285.53076,286.14127
497,2056-06-16,287.9127,290.39838,290.9738
498,2056-07-16,291.48654,293.39276,291.28305
499,2056-08-16,293.2682,293.51758,292.1798
500,2056-09-16,291.94855,292.22723,290.94617
501,2056-10-16,287.17947,287.42877,288.0538
502,2056-11-16,284.42908,282.78464,283.47626
503,2056-12-16,280.7425,280.6499,279.33054
504,2057-01-16,280.65677,281.20462,280.96426
505,2057-02-16,278.71957,280.66086,278.74203
506,2057-03-16,278.8546,281.2445,280.307
507,2057-04-16,281.8327,283.14978,282.0756
508,2057-05-16,285.92603,285.78516,285.782
509,2057-06-16,289.57843,290.68823,289.8955
510,2057-07-16,291.69302,291.15463,294.4216
511,2057-08-16,292.4968,292.09927,292.84485
512,2057-09-16,291.49023,292.4186,291.15314
513,2057-10-16,287.05026,288.72278,286.8027
514,2057-11-16,283.9026,281.70697,281.13586
515,2057-12-16,281.8492,281.944,282.51212
516,2058-01-16,281.36902,279.64496,282.80545
517,2058-02-16,279.01404,282.3935,281.14523
518,2058-03-16,280.5459,280.51456,282.42245
519,2058-04-16,282.13867,282.80444,286.29504
520,2058-05-16,284.29404,285.15924,286.12866
521,2058-06-16,289.11627,288.63452,290.8783
522,2058-07-16,293.43472,294.3281,292.7535
523,2058-08-16,292.41412,293.34,294.75537
524,2058-09-16,292.32172,291.0823,292.35223
525,2058-10-16,287.25354,286.17474,286.0739
526,2058-11-16,281.96988,279.78485,283.80475
527,2058-12-16,280.66614,278.47684,282.2336
528,2059-01-16,278.98587,278.2109,281.09543
529,2059-02-16,281.55966,278.6648,280.2477
530,2059-03-16,280.19754,278.98398,279.75613
531,2059-04-16,281.14642,278.96445,283.28403
532,2059-05-16,284.6298,285.4374,286.57047
533,2059-06-16,289.5923,289.00116,288.5669
534,2059-07-16,292.85098,292.0475,290.8869
535,2059-08-16,292.2931,292.16678,291.96542
536,2059-09-16,293.10983,291.2518,293.29028
537,2059-10-16,288.497,287.24448,287.0562
538,2059-11-16,283.72562,282.998,284.60358
539,2059-12-16,282.63904,282.17587,279.70084
540,2060-01-16,279.94406,277.85626,280.0891
541,2060-02-16,279.80426,281.14697,280.1318
542,2060-03-16,280.73898,281.69925,282.07587
543,2060-04-16,282.4511,282.905,285.83984
544,2060-05-16,287.71426,286.18378,289.262
545,2060-06-16,290.56897,290.16928,292.423
546,2060-07-16,292.38593,292.29044,291.92087
547,2060-08-16,294.2428,291.85382,294.5652
548,2060-09-16,290.05225,290.15442,291.3308
549,2060-10-16,288.6261,286.76614,285.57874
550,2060-11-16,283.0247,284.1313,282.85254
551,2060-12-16,280.61514,280.04617,281.87024
552,2061-01-16,279.41745,278.66672,282.39392
553,2061-02-16,279.26633,277.37827,278.94626
554,2061-03-16,279.34995,281.11127,280.4373
555,2061-04-16,280.76718,282.4818,282.63684
556,2061-05-16,283.91022,284.406,285.52936
557,2061-06-16,289.53235,289.33517,288.7285
558,2061-07-16,292.3767,292.37262,292.3697
559,2061-08-16,291.78543,293.4777,293.52127
560,2061-09-16,290.654,290.53592,292.3303
561,2061-10-16,285.68597,288.20297,288.94034
562,2061-11-16,283.78818,283.3128,284.4251
563,2061-12-16,281.9308,280.58752,282.18655
564,2062-01-16,280.31976,279.36133,281.0031
565,2062-02-16,279.91623,277.97256,279.21155
566,2062-03-16,281.12088,277.85663,281.1562
567,2062-04-16,284.38437,281.6181,281.748
568,2062-05-16,284.60953,284.70166,286.12534
569,2062-06-16,288.07306,287.8272,288.96457
570,2062-07-16,292.29617,291.49774,292.88763
571,2062-08-16,294.30847,292.02457,292.74582
572,2062-09-16,290.86917,290.85208,292.5086
573,2062-10-16,286.9543,288.1202,288.9048
574,2062-11-16,283.57462,282.40628,285.56052
575,2062-12-16,282.11652,279.38123,281.58237
576,2063-01-16,280.10278,279.33133,282.01224
577,2063-02-16,275.86755,279.96628,281.5667
578,2063-03-16,278.2563,278.78296,281.1469
